930	NM_004073	chr1	+	45265896	45271667	45266135	45271350	15	45265896,45266511,45266707,45267293,45267516,45268431,45268626,45268939,45269271,45269602,45269834,45270010,45270321,45270937,45271158,	45266345,45266619,45266824,45267423,45267604,45268527,45268825,45269063,45269363,45269696,45269918,45270173,45270451,45271051,45271667,	0	PLK3	cmpl	cmpl	0,0,0,0,1,2,2,0,1,0,1,1,2,0,0,
934	NM_001128425	chr1	-	45794913	45806142	45794977	45805926	16	45794913,45796187,45796853,45797091,45797332,45797694,45797837,45798062,45798245,45798434,45798589,45798768,45798956,45799084,45800062,45805890,	45795109,45796229,45797006,45797228,45797521,45797758,45797982,45798160,45798359,45798506,45798631,45798842,45798996,45799275,45800183,45806142,	0	MUTYH	cmpl	cmpl	0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,
1035	NM_002353	chr1	-	59041094	59043166	59041856	59042828	1	59041094,	59043166,	0	TACSTD2	cmpl	cmpl	0,
133	NM_001271999	chr1	-	62920396	63154039	62921084	63153935	49	62920396,62923208,62939652,62940878,62941377,62941737,62943370,62954604,62958374,62959945,62961251,62962009,62970300,62971352,62973632,62976247,62979141,62979386,62993821,62994947,63001163,63003561,63005215,63005422,63008278,63009326,63010617,63018402,63021495,63024659,63027287,63042932,63044498,63048854,63052177,63084376,63085570,63090929,63096910,63099168,63100443,63102207,63113361,63113776,63114085,63119395,63119654,63128695,63153897,	62921127,62923376,62939759,62941022,62941614,62941827,62943505,62954736,62958518,62960138,62961352,62962168,62970453,62971487,62973729,62976344,62979277,62979569,62993976,62995117,63001303,63003732,63005329,63005563,63008374,63009416,63010710,63018572,63021660,63024891,63027374,63043034,63044637,63048925,63052295,63084539,63085664,63091072,63097076,63099249,63100593,63102274,63113447,63113989,63114215,63119464,63119830,63128801,63154039,	0	DOCK7	cmpl	cmpl	2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,0,1,0,0,0,2,0,0,2,2,0,2,0,
134	NM_005012	chr1	+	64239689	64647179	64240088	64644538	9	64239689,64474976,64515362,64516357,64603051,64605791,64608087,64624663,64643110,	64240179,64475048,64515650,64516388,64603179,64606109,64608333,64624875,64647179,	0	ROR1	cmpl	cmpl	0,1,1,1,2,1,1,1,0,
135	NM_002227	chr1	-	65298905	65432252	65300244	65351947	25	65298905,65301078,65301780,65303614,65304147,65305285,65306927,65307133,65309746,65310436,65311195,65312331,65313214,65316486,65321191,65323338,65325787,65330469,65332548,65334993,65339052,65344707,65348959,65351941,65432015,	65300340,65301189,65301898,65303787,65304272,65305478,65307022,65307284,65309898,65310572,65311323,65312419,65313358,65316593,65321381,65323462,65325945,65330655,65332891,65335157,65339206,65344831,65349158,65352024,65432252,	0	JAK1	cmpl	cmpl	0,0,2,0,1,0,1,0,1,0,1,0,0,1,0,2,0,0,2,0,2,1,0,0,-1,
166	NM_000110	chr1	-	97543299	98386615	97544531	98386478	23	97543299,97547885,97564044,97658624,97700407,97770814,97771732,97839116,97847948,97915614,97981281,98015115,98039315,98058773,98060614,98144650,98157272,98164906,98187065,98205947,98293669,98348819,98386439,	97544702,97548026,97564188,97658804,97700550,97770934,97771853,97839200,97848017,97915779,97981497,98015300,98039526,98058943,98060722,98144738,98157354,98165103,98187227,98206035,98293752,98348930,98386615,	0	DPYD	cmpl	cmpl	0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,0,2,0,0,0,
1464	NM_002524	chr1	-	115247084	115259515	115251155	115258781	7	115247084,115250774,115251151,115252189,115256420,115258670,115259278,	115250671,115250813,115251275,115252349,115256599,115258798,115259515,	0	NRAS	cmpl	cmpl	-1,-1,0,2,0,0,-1,
23	NM_001200001	chr1	-	120477735	120612317	120478041	120612020	22	120477735,120479904,120480479,120483177,120484148,120491036,120491629,120493346,120496165,120497662,120502014,120506196,120508075,120508998,120510055,120510699,120512133,120529582,120539619,120547951,120572528,120611947,	120478227,120480089,120480633,120483379,120484377,120491189,120491749,120493460,120496311,120497855,120502125,120506430,120508189,120509112,120510244,120510855,120512367,120529705,120539955,120548211,120572610,120612317,	0	NOTCH2	cmpl	cmpl	0,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,
1733	NM_001197320	chr1	-	150547026	150552214	150549850	150552006	4	150547026,150550719,150551318,150551898,	150549967,150550967,150551439,150552214,	0	MCL1	cmpl	cmpl	0,1,0,0,
1774	NM_001256821	chr1	-	155867598	155880706	155870178	155880676	6	155867598,155874101,155874521,155880240,155880446,155880668,	155870409,155874293,155874595,155880297,155880595,155880706,	0	RIT1	cmpl	cmpl	0,0,1,1,2,0,
1781	NM_002529	chr1	+	156830670	156851642	156830726	156851434	17	156830670,156834145,156834519,156836701,156837895,156838296,156841414,156843424,156844174,156844362,156844697,156845311,156845871,156846191,156848913,156849790,156851248,	156830938,156834220,156834591,156836770,156838041,156838439,156841547,156843751,156844192,156844418,156844800,156845458,156846002,156846364,156849154,156849949,156851642,	0	NTRK1	cmpl	cmpl	0,2,2,2,2,1,0,1,1,1,0,1,1,0,2,0,0,
1815	NM_001035513	chr1	+	161284165	161334535	161284195	161332223	4	161284165,161310383,161326466,161332118,	161284215,161310445,161326630,161334535,	0	SDHC	cmpl	cmpl	0,2,1,0,
228	NM_006182	chr1	+	162602227	162750247	162688853	162750036	18	162602227,162625000,162688826,162722884,162724413,162724945,162725453,162729585,162731000,162735790,162737018,162740091,162741813,162743258,162745441,162745925,162748369,162749901,	162602421,162625164,162688935,162722987,162724645,162725093,162725559,162729769,162731244,162735853,162737149,162740302,162742037,162743386,162745633,162746160,162748519,162750247,	0	DDR2	cmpl	cmpl	-1,-1,0,1,2,0,1,2,0,1,1,0,1,0,2,2,0,0,
1949	NM_004673	chr1	-	178818669	178840215	178820263	178834911	6	178818669,178821817,178822728,178834088,178838248,178839875,	178820451,178822088,178822922,178834937,178838358,178840215,	0	ANGPTL1	cmpl	cmpl	1,0,1,0,-1,-1,
1951	NM_001136000	chr1	-	179068461	179112224	179076852	179112179	13	179068461,179078342,179079416,179081443,179084012,179086466,179087721,179089324,179090729,179095511,179100445,179102446,179112067,	179078033,179078576,179079590,179081533,179084165,179086651,179087899,179089409,179091002,179095807,179100616,179102509,179112224,	0	ABL2	cmpl	cmpl	1,1,1,1,1,2,1,0,0,1,1,1,0,
2145	NM_001204171	chr1	+	204485506	204527248	204494646	204518810	10	204485506,204494611,204495487,204499811,204501318,204506557,204507336,204511911,204515924,204518240,	204485637,204494724,204495562,204499945,204501374,204506625,204507436,204512072,204516005,204527248,	0	MDM4	cmpl	cmpl	-1,0,0,0,2,1,0,1,0,0,
2311	NM_002107	chr1	+	226250407	226259703	226252052	226259180	4	226250407,226252029,226253356,226259051,	226250512,226252180,226253510,226259703,	0	H3F3A	cmpl	cmpl	-1,0,2,0,
2428	NM_000143	chr1	-	241660856	241683085	241661127	241683022	10	241660856,241663736,241665742,241667341,241669302,241671902,241675266,241676902,241680481,241682890,	241661270,241663890,241665870,241667545,241669468,241672085,241675443,241677013,241680616,241683085,	0	FH	cmpl	cmpl	1,0,1,1,0,0,0,0,0,0,
305	NM_001206729	chr1	-	243663020	244006886	243663044	244006472	14	243663020,243675625,243708811,243716030,243727021,243736227,243776972,243778397,243800912,243809194,243828073,243858892,244006426,244006845,	243663088,243675728,243708899,243716245,243727150,243736350,243777041,243778463,243801044,243809339,243828185,243859018,244006584,244006886,	0	AKT3	cmpl	cmpl	1,0,2,0,0,0,0,0,0,2,1,1,0,-1,
663	NM_001034	chr2	+	10262862	10271546	10262925	10269513	10	10262862,10263109,10263513,10263862,10264843,10267001,10267213,10268974,10269167,10269360,	10263024,10263184,10263657,10263979,10264977,10267096,10267347,10269079,10269281,10271546,	0	RRM2	cmpl	cmpl	0,0,0,0,0,2,1,0,0,0,
707	NM_005378	chr2	+	16080559	16087129	16082186	16086219	3	16080559,16082069,16085614,	16080865,16082976,16087129,	0	MYCN	cmpl	cmpl	-1,0,1,
90	NM_182625	chr2	+	17935124	17967180	17941210	17963206	14	17935124,17941195,17942662,17946163,17947845,17950004,17952462,17953900,17954362,17954485,17955537,17959268,17961244,17961887,	17935234,17941371,17942849,17946340,17947956,17950078,17952554,17954051,17954399,17954566,17955668,17959330,17961388,17967180,	0	GEN1	cmpl	cmpl	-1,0,2,0,0,0,2,1,2,0,0,2,1,1,
97	NM_022552	chr2	-	25455829	25564784	25457147	25536853	23	25455829,25458575,25459804,25461998,25463170,25463508,25464430,25466766,25467023,25467408,25468121,25468888,25469028,25469488,25469919,25470459,25470905,25497809,25498368,25505309,25523007,25536781,25564694,	25457289,25458694,25459874,25462084,25463319,25463599,25464576,25466851,25467207,25467521,25468201,25468933,25469178,25469645,25470027,25470618,25471121,25497956,25498412,25505580,25523112,25537030,25564784,	0	DNMT3A	cmpl	cmpl	2,0,2,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,-1,
97	NM_018263	chr2	-	25962252	26101312	25964897	26101091	12	25962252,25972564,25976402,25978886,25982350,25990451,25991610,25994308,26022253,26029097,26068349,26101034,	25967345,25973282,25976508,25978983,25982514,25990595,25991737,25994409,26022404,26029209,26068432,26101312,	0	ASXL2	cmpl	cmpl	0,2,1,0,1,1,0,1,0,2,0,0,
101	NM_004304	chr2	-	29415639	30144477	29416089	30143525	29	29415639,29419635,29420407,29430036,29432651,29436849,29443571,29445209,29445382,29446207,29448326,29449787,29450439,29451749,29455169,29456430,29462545,29473970,29497964,29498267,29519753,29541169,29543616,29551215,29606597,29754780,29917715,29940443,30142858,	29416788,29419726,29420542,29430138,29432744,29436947,29443701,29445274,29445473,29446394,29448431,29449940,29450538,29451932,29455314,29456562,29462696,29474133,29498093,29498362,29519923,29541270,29543748,29551347,29606725,29754982,29917880,29940563,30144477,	0	ALK	cmpl	cmpl	0,2,2,2,2,0,2,0,2,1,1,1,1,1,0,0,2,1,1,2,0,1,1,1,2,1,1,1,0,
113	NM_019063	chr2	+	42396477	42559688	42396751	42557347	23	42396477,42472644,42483640,42488260,42490317,42491845,42507989,42509962,42511773,42513408,42515366,42522264,42522520,42528380,42530243,42530454,42531623,42543101,42544566,42552606,42553293,42556025,42556873,	42396776,42472827,42483770,42488434,42490446,42491871,42508113,42510112,42511843,42513519,42515462,42522399,42522656,42528532,42530369,42530586,42531691,42543190,42544664,42552694,42553392,42556156,42559688,	0	EML4	cmpl	cmpl	0,1,1,2,2,2,1,2,2,0,0,0,0,1,0,0,0,2,1,0,1,1,0,
117	NM_001430	chr2	+	46524540	46613842	46525050	46611799	16	46524540,46574011,46583289,46583862,46587776,46588023,46596965,46602828,46603677,46605032,46605795,46607365,46608734,46609113,46609563,46611647,	46525076,46574202,46583441,46583947,46587895,46588229,46597072,46602976,46603892,46605226,46605906,46607856,46608861,46609228,46609737,46613842,	0	EPAS1	cmpl	cmpl	0,2,1,0,1,0,2,1,2,1,0,0,2,0,1,1,
948	NM_002354	chr2	+	47596286	47614167	47596644	47613752	9	47596286,47600601,47600946,47602372,47604152,47606091,47606907,47612304,47613710,	47596720,47600709,47601187,47602438,47604216,47606193,47607108,47612349,47614167,	0	EPCAM	cmpl	cmpl	0,1,1,2,2,0,0,0,0,
118	NM_000251	chr2	+	47630205	47710367	47630330	47710088	16	47630205,47635539,47637232,47639552,47641407,47643434,47656880,47672686,47690169,47693796,47698103,47702163,47703505,47705410,47707834,47709917,	47630541,47635694,47637511,47639699,47641557,47643568,47657080,47672796,47690293,47693947,47698201,47702409,47703710,47705658,47708010,47710367,	0	MSH2	cmpl	cmpl	0,1,0,0,0,0,2,1,0,1,2,1,1,2,1,0,
951	NM_000179	chr2	+	48010220	48034092	48010372	48033999	10	48010220,48018065,48023032,48025749,48030558,48032048,48032756,48033342,48033590,48033917,	48010632,48018262,48023202,48028294,48030824,48032166,48032846,48033497,48033790,48034092,	0	MSH6	cmpl	cmpl	0,2,1,0,1,0,1,1,0,2,
128	NM_018062	chr2	-	58386377	58468515	58386899	58468448	14	58386377,58387242,58388656,58390000,58390163,58390568,58392858,58425728,58431264,58449076,58453862,58456948,58459188,58468352,	58386935,58387314,58388773,58390082,58390209,58390652,58393009,58425797,58431361,58449177,58453919,58457009,58459247,58468515,	0	FANCL	cmpl	cmpl	0,0,0,2,1,1,0,0,2,0,0,2,0,0,
143	NM_001287491	chr2	+	74213530	74335302	74213530	74329303	11	74213530,74230236,74273404,74300675,74307624,74314956,74317023,74320028,74320655,74326402,74327519,	74213833,74230293,74275538,74300766,74307718,74315165,74317174,74320118,74320793,74326739,74335302,	0	TET3	cmpl	cmpl	0,0,0,1,2,0,2,0,0,0,1,
1438	NM_001204106	chr2	+	111878490	111926022	111881322	111921808	4	111878490,111881309,111907620,111921709,	111878765,111881446,111907724,111926022,	0	BCL2L11	cmpl	cmpl	-1,0,1,0,
224	NM_001105	chr2	-	158592957	158731623	158594042	158656005	11	158592957,158594951,158617391,158622432,158626879,158630599,158634642,158636848,158655938,158674896,158731375,	158594177,158595082,158617589,158622708,158627026,158630699,158634854,158637112,158656012,158675071,158731623,	0	ACVR1	cmpl	cmpl	0,1,1,1,1,0,1,1,0,-1,-1,
2097	NM_012433	chr2	-	198256697	198299817	198257026	198299723	25	198256697,198257695,198260779,198262708,198263184,198264778,198264975,198265438,198266123,198266465,198266708,198267279,198267672,198268308,198269799,198269998,198272721,198273092,198274493,198281464,198283232,198285151,198285752,198288531,198299695,	198257185,198257912,198261052,198262840,198263305,198264890,198265158,198265660,198266249,198266612,198266854,198267550,198267759,198268488,198269901,198270196,198272843,198273305,198274731,198281635,198283312,198285266,198285857,198288698,198299817,	0	SF3B1	cmpl	cmpl	0,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,
2180	NM_005896	chr2	-	209100950	209119867	209101802	209116275	10	209100950,209103794,209104586,209106717,209108150,209110042,209113092,209116153,209118609,209119662,	209101893,209103957,209104727,209106869,209108328,209110148,209113384,209116291,209118683,209119867,	0	IDH1	cmpl	cmpl	2,1,1,2,1,0,2,0,-1,-1,
34	NM_005235	chr2	-	212240441	213403352	212248339	213403254	28	212240441,212251577,212252669,212285165,212286731,212288879,212293132,212295669,212426627,212483901,212488646,212495186,212522478,212530047,212537888,212543776,212566691,212568828,212570042,212576774,212578259,212587117,212589800,212615363,212652749,212812154,212989476,213403172,	212248785,212251875,212252717,212285336,212286829,212289026,212293208,212295825,212426813,212484000,212488769,212495319,212522553,212530202,212537982,212543909,212566891,212568919,212570116,212576901,212578373,212587259,212589919,212615429,212652884,212812341,212989628,213403352,	0	ERBB4	cmpl	cmpl	1,0,0,0,1,1,0,0,0,0,0,2,2,0,2,1,2,1,2,1,1,0,1,1,1,0,1,0,
278	NM_000465	chr2	-	215590369	215674435	215593399	215674293	11	215590369,215595134,215609790,215610445,215617170,215632205,215633955,215645283,215657020,215661784,215674135,	215593732,215595232,215609883,215610578,215617279,215632378,215634036,215646233,215657169,215661841,215674435,	0	BARD1	cmpl	cmpl	0,1,1,0,2,0,0,1,2,2,0,
37	NM_006037	chr2	-	239969863	240322643	239974792	240274394	27	239969863,239975155,239976444,239988417,239990184,240002790,240003797,240005850,240009254,240011704,240016705,240024471,240029745,240033221,240036748,240048151,240055940,240056222,240061379,240066278,240078347,240085498,240098108,240111528,240158288,240274372,240322070,	239974832,239975297,239976529,239988551,239990303,240002888,240003917,240005938,240009310,240011812,240016752,240024592,240029879,240033408,240037006,240048375,240056139,240056339,240061492,240066410,240078469,240085619,240098259,240111773,240158360,240274613,240322643,	0	HDAC4	cmpl	cmpl	2,1,0,1,2,0,0,2,0,0,1,0,1,0,0,1,0,0,1,1,2,1,0,1,1,0,-1,
82	NM_001018115	chr3	+	10068070	10143621	10070341	10142946	44	10068070,10070308,10074515,10076152,10076378,10076856,10077970,10080962,10081404,10083306,10084242,10084733,10085167,10085512,10088263,10089600,10091057,10094070,10101977,10103834,10105475,10106039,10106412,10107077,10107547,10108892,10114554,10114936,10116213,10119764,10122783,10123029,10127495,10128817,10130132,10130511,10131975,10133864,10134968,10135972,10136883,10138009,10140403,10142871,	10068157,10070405,10074656,10076220,10076482,10076917,10078023,10081041,10081529,10083394,10084347,10084834,10085276,10085548,10088407,10089735,10091189,10094181,10102087,10103895,10105595,10106113,10106559,10107178,10107663,10109001,10114665,10115046,10116357,10119881,10122912,10123148,10127606,10128948,10130226,10130634,10132069,10133936,10135007,10136047,10136958,10138156,10140499,10143621,	0	FANCD2	cmpl	cmpl	-1,0,1,1,0,2,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,2,1,0,1,1,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,
662	NM_000551	chr3	+	10183318	10195354	10183531	10191649	3	10183318,10188197,10191470,	10183871,10188320,10195354,	0	VHL	cmpl	cmpl	0,1,1,
681	NM_002880	chr3	-	12625099	12705700	12626012	12660220	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12653561,12660246,12705700,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,-1,
102	NM_001024847	chr3	+	30647993	30735633	30648375	30733091	8	30647993,30664690,30686238,30691761,30713129,30715596,30729875,30732911,	30648469,30664765,30686407,30691952,30713929,30715738,30730003,30735633,	0	TGFBR2	cmpl	cmpl	0,1,1,2,1,0,1,0,
867	NM_000249	chr3	+	37034840	37092337	37035038	37092144	19	37034840,37038109,37042445,37045891,37048481,37050304,37053310,37053501,37055922,37058996,37061800,37067127,37070274,37081676,37083758,37089009,37090007,37090394,37091976,	37035154,37038200,37042544,37045965,37048554,37050396,37053353,37053590,37056035,37059090,37061954,37067498,37070423,37081785,37083822,37089174,37090100,37090508,37092337,	0	MLH1	cmpl	cmpl	0,2,0,0,2,0,2,0,2,1,2,0,2,1,2,0,0,0,0,
876	NM_002468	chr3	+	38179968	38184512	38180152	38182777	5	38179968,38181354,38181878,38182247,38182622,	38180519,38181489,38182059,38182339,38184512,	0	MYD88	cmpl	cmpl	0,1,1,2,1,
899	NM_001904	chr3	+	41240941	41281939	41265559	41280833	15	41240941,41265511,41266016,41266444,41266824,41267150,41268698,41274831,41275019,41275629,41277214,41277839,41278078,41279506,41280624,	41241161,41265572,41266244,41266698,41267063,41267352,41268843,41274935,41275358,41275788,41277334,41277990,41278200,41279567,41281939,	0	CTNNB1	cmpl	cmpl	-1,0,1,1,0,2,0,1,0,0,0,0,1,0,1,
14	NM_014159	chr3	-	47057897	47205467	47058582	47205414	21	47057897,47059127,47061249,47079155,47084050,47087976,47098310,47103652,47108559,47125209,47127684,47129602,47139444,47142947,47144835,47147486,47155365,47158112,47161671,47168137,47205343,	47058744,47059229,47061330,47079267,47084190,47088111,47098980,47103836,47108608,47125872,47127804,47129737,47139571,47143045,47144913,47147610,47155494,47158244,47166038,47168153,47205467,	0	SETD2	cmpl	cmpl	0,0,0,2,0,0,2,1,0,0,0,0,2,0,0,2,2,2,0,2,0,
969	NM_006545	chr3	-	50384918	50388486	50385036	50388083	11	50384918,50385189,50385554,50385747,50385957,50386115,50386304,50386816,50387095,50387361,50388005,	50385104,50385332,50385672,50385841,50385994,50386213,50386441,50386925,50387264,50387453,50388486,	0	NPRL2	cmpl	cmpl	1,2,1,0,2,0,1,0,2,0,0,
985	NM_004656	chr3	-	52435019	52444121	52436303	52443894	17	52435019,52436617,52436794,52437153,52437431,52438468,52439125,52439780,52440268,52440844,52441189,52441414,52441973,52442489,52443569,52443729,52443857,	52436437,52436690,52436887,52437314,52437910,52438602,52439310,52439928,52440392,52440923,52441332,52441476,52442093,52442622,52443624,52443759,52444121,	0	BAP1	cmpl	cmpl	1,0,0,1,2,0,1,0,2,1,2,0,0,2,1,1,0,
123	NM_018313	chr3	-	52579367	52719866	52582078	52713727	30	52579367,52584436,52584762,52588739,52595782,52597379,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52719764,	52582251,52584653,52584833,52588895,52595984,52597509,52598249,52610714,52613215,52620704,52621451,52623271,52637748,52643971,52649472,52651554,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713739,52719866,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
139	NM_000248	chr3	+	69985750	70017488	69985873	70014399	9	69985750,69986972,69988248,69990386,69998201,70000962,70005605,70008423,70013997,	69985906,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,0,0,0,0,1,1,2,0,
158	NM_182644	chr3	+	89156673	89449495	89156898	89448656	7	89156673,89176358,89259009,89390065,89390904,89444986,89448467,	89156986,89176423,89259670,89390221,89391240,89445111,89449495,	0	EPHA3	cmpl	cmpl	0,1,0,1,1,1,0,
1351	NM_001007565	chr3	+	100428133	100467811	100432529	100467375	8	100428133,100432486,100438818,100447555,100451351,100455419,100463676,100466992,	100428275,100432713,100438902,100447702,100451516,100455560,100463775,100467811,	0	TFG	cmpl	cmpl	-1,0,1,1,1,1,1,1,
173	NM_170662	chr3	-	105374304	105587887	105377813	105586421	19	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
1563	NM_032638	chr3	-	128198264	128212030	128199861	128205874	6	128198264,128200661,128202702,128204569,128205645,128211741,	128200161,128200787,128202848,128205211,128205919,128212030,	0	GATA2	cmpl	cmpl	0,0,1,1,0,-1,
25	NM_006219	chr3	-	138371539	138478201	138374230	138478185	22	138371539,138374983,138376531,138382747,138383877,138400808,138402519,138403466,138407716,138409841,138413627,138417748,138423284,138426000,138431049,138433309,138452202,138453475,138456548,138461399,138474595,138478014,	138374368,138375116,138376677,138382871,138384045,138400887,138402629,138403645,138407816,138409985,138413749,138417937,138423335,138426131,138431146,138433561,138452280,138453646,138456728,138461623,138474821,138478201,	0	PIK3CB	cmpl	cmpl	0,2,0,2,2,1,2,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,
